Year,Month,Departure station,Arrival station,Average travel time (min),Number of expected circulations,Number of cancelled trains,Number of late trains at departure,Average delay of late departing trains (min),Average delay of all departing trains (min),Comment (optional) delays at departure,Number of trains late on arrival,Average delay of late arriving trains (min),Average delay of all arriving trains (min),Comment (optional) delays on arrival,"% trains late due to external causes (weather, obstacles, suspicious packages, malevolence, social movements, etc.)","% trains late due to railway infrastructure (maintenance, works)","% trains late due to traffic management (rail line traffic, network interactions)",% trains late due to rolling stock,% trains late due to station management and reuse of material,"% trains late due to passenger traffic (affluence, PSH management, connections)",Number of late trains > 15min,Average train delay > 15min,Number of late trains > 30min,Number of late trains > 60min,Period,Delay due to external causes,Delay due to railway infrastructure,Delay due to traffic management,Delay due to rolling stock,Delay due to station management and reuse of material,Delay due to travellers taken into account
2019,7,ANGOULEME,PARIS MONTPARNASSE,131.9149798,247,0,191,3.576352531,2.678272605,,41,22.92479675,5.233333333,,0.25,0.15,0.275,0.125,0.025,0.175,21,32.96587302,7,2,2019-07,25,15,27.5,12.5,2.5,17.5
2019,7,PARIS MONTPARNASSE,LA ROCHELLE VILLE,175.6115702,242,0,178,9.780805243,7.033608815,,47,27.08510638,6.123966942,,0.2,0.244444444,0.266666667,0.244444444,0,0.044444444,35,32.05714286,14,2,2019-07,20,24.44444444,26.66666667,24.44444444,0,4.444444444
2019,7,LE MANS,PARIS MONTPARNASSE,62.39534884,435,5,391,3.896973572,3.529341085,,91,18.44065934,4.430193798,"Ce mois ci, la destination a été marquée par les incidents suivants : 
- le 1er : la panne d'un TER à l'entrée de Paris-Montparnasse (7 TGV impactés pour 269 minutes perdues), 
- le 2 : le heurt d'un animal sur la ligne à grande vitesse Bretagne Pays de la Loire (9 TGV impactés pour 170 minutes perdues),
- le 3 : un bagage abandonné dans un TGV impose un arrêt exceptionnel à Massy TGV pour l'intervention des équipes de déminage (26 TGV impactés pour 256 minutes perdues),
- le 9 : une détection de chute de pierre déclenche les systèmes de protection aux abords des voies entre Angers et Nantes (12 TGV impactés pour 886 minutes perdues),
- le 15 : un heurt de chevreuil sur la ligne à grande vitesse Atlantiqe (25 TGV impactés pour 1009 minutes perdues),
- le 25 : un incendie aux abords des voies sur la ligne à grande vitesse Bretagne Pays de la Loire (42 TGV impactés pour 1203 minutes perdues),
- le 28 : un défaut technique sur la voie sur la ligne à grande vitesse Atlantique (45 TGV impactés pour 1217 minutes perdues).",0.161764706,0.323529412,0.264705882,0.147058824,0.029411765,0.073529412,30,42.36724138,13,4,2019-07,16.17647059,32.35294118,26.47058824,14.70588235,2.941176471,7.352941176
2019,7,ST MALO,PARIS MONTPARNASSE,172.4210526,114,0,101,1.950990099,1.685672515,,15,20.61888889,3.812134503,,0.153846154,0.153846154,0.230769231,0.384615385,0,0.076923077,8,27.62083333,2,0,2019-07,15.38461538,15.38461538,23.07692308,38.46153846,0,7.692307692
2019,7,PARIS MONTPARNASSE,ST PIERRE DES CORPS,67.31,404,4,284,8.379107981,5.803125,,73,19.60844749,4.176208333,,0.184615385,0.123076923,0.4,0.169230769,0.076923077,0.046153846,28,37.65833333,12,3,2019-07,18.46153846,12.30769231,40,16.92307692,7.692307692,4.615384615
2019,7,PARIS MONTPARNASSE,TOULOUSE MATABIAU,266.5947368,190,0,123,4.76598916,2.887719298,,28,47.34345238,8.422105263,"Ce mois ci, la destination a été marquée par les incidents suivants : 
- le 1er : la panne d'un TER à l'entrée de Paris-Montparnasse (7 TGV impactés pour 269 minutes perdues), 
- le 3 : un bagage abandonné dans un TGV impose un arrêt exceptionnel à Massy TGV pour l'intervention des équipes de déminage (26 TGV impactés pour 256 minutes perdues),
- le 8 : un incident électrique au sud de Bordeaux (26 TGV impactés pour 3352 minutes perdues),
- le 15 : un heurt de chevreuil sur la ligne à grande vitesse Atlantiqe (25 TGV impactés pour 1009 minutes perdues),
- le 22 : des limitations de vitesse imposées par les fortes chaleurs en Nouvelle Aquitaine (14 TGV impactés pour 365 minutes perdues),
- le 23 : des limitations de vitesse imposées par les fortes chaleurs en Nouvelle Aquitaine (38 TGV impactés pour 1087 minutes perdues)  et plusieurs départs de feux déclanchés par un train de marchandises au sud de Bordeaux (7 TGV impactés pour 1601 minutes perdues),
- le 28 : un défaut technique sur la voie sur la ligne à grande vitesse Atlantique (45 TGV impactés pour 1217 minutes perdues).",0.259259259,0.333333333,0.222222222,0.185185185,0,0,28,47.34345238,13,4,2019-07,25.92592593,33.33333333,22.22222222,18.51851852,0,0
2019,7,TOULOUSE MATABIAU,PARIS MONTPARNASSE,265.2628866,194,0,86,5.124224806,1.714690722,,29,45.61091954,8.407474227,"Ce mois ci, la destination a été marquée par les incidents suivants : 
- le 1er : la panne d'un TER à l'entrée de Paris-Montparnasse (7 TGV impactés pour 269 minutes perdues), 
- le 3 : un bagage abandonné dans un TGV impose un arrêt exceptionnel à Massy TGV pour l'intervention des équipes de déminage (26 TGV impactés pour 256 minutes perdues),
- le 8 : un incident électrique au sud de Bordeaux (26 TGV impactés pour 3352 minutes perdues),
- le 15 : un heurt de chevreuil sur la ligne à grande vitesse Atlantiqe (25 TGV impactés pour 1009 minutes perdues),
- le 22 : des limitations de vitesse imposées par les fortes chaleurs en Nouvelle Aquitaine (14 TGV impactés pour 365 minutes perdues),
- le 23 : des limitations de vitesse imposées par les fortes chaleurs en Nouvelle Aquitaine (38 TGV impactés pour 1087 minutes perdues)  et plusieurs départs de feux déclanchés par un train de marchandises au sud de Bordeaux (7 TGV impactés pour 1601 minutes perdues),
- le 28 : un défaut technique sur la voie sur la ligne à grande vitesse Atlantique (45 TGV impactés pour 1217 minutes perdues).",0.379310345,0.275862069,0.068965517,0.206896552,0.034482759,0.034482759,29,45.61091954,13,4,2019-07,37.93103448,27.5862069,6.896551724,20.68965517,3.448275862,3.448275862
2019,7,PARIS EST,METZ,85.39938081,323,0,239,10.27845188,7.55247678,,52,37.14487179,5.523632611,,0.24,0.18,0.16,0.26,0.16,0,28,60.87440476,16,11,2019-07,24,18,16,26,16,0
2019,7,PARIS EST,REIMS,46.30555556,222,6,190,4.985263158,4.361882716,,36,28.53935185,5.154243827,,0.323529412,0.147058824,0.176470588,0.235294118,0.117647059,0,18,47.84166667,11,5,2019-07,32.35294118,14.70588235,17.64705882,23.52941176,11.76470588,0
2019,7,PARIS NORD,DOUAI,67,180,3,63,13.86216931,4.626082863,,30,25.51388889,3.633050847,,0.066666667,0.266666667,0.2,0.2,0.266666667,0,18,35.61388889,10,3,2019-07,6.666666667,26.66666667,20,20,26.66666667,0
2019,7,LYON PART DIEU,LILLE,187.2986425,287,66,195,9.380854701,8.261915535,,94,31.20106383,15.28378582,,0.182795699,0.258064516,0.376344086,0.107526882,0.053763441,0.021505376,81,34.34259259,29,10,2019-07,18.27956989,25.80645161,37.6344086,10.75268817,5.376344086,2.150537634
2019,7,LILLE,MARSEILLE ST CHARLES,300.8487805,205,0,105,8.793809524,4.305284553,,45,48.02333333,13.38617886,"Hausse de l’irrégularité côté « Réseau externe », soit 5,81 points avec les conséquences des incendies de Marseille le 13 et Vianges le 17 ( 7tgv retardés), avec le jet de projectile à Moussy le 15 sur le tgv 7130 (3 tgv) et suite au heurt de chevreuil le 26 à Fresnoy (3 Tgv retardés)-
Ensuite le secteur des travaux est marquant avec des LTV : LTV 120  V1-V2 avec les travaux de  Avignon/Senas ou Bonpas, des IO au quotidien du 05 au 30 juillet, 20 Tgv concernés pour des retards de 5 à 10 min environ,  LTV de Sathonay (TIV 40-V1 et V2) avec 35 tgv retardés pour des retards de 5 à 10 min, ce du 01 au 29 juillet (travaux Pôle échange Multimodal), et suite au passage de la rame IRIS sur LN3 une LTV 170 mise en place le lundi 29 et mardi 30 avec 5 tgv concernés pour des retards de 5 à 10 minutes.
En ce qui concerne les causes « Voyages hors Matériel », le secteur des Gares est dominant en cette période faste de vacances , les causes Escale Service Voyageur ou Produit train dominent, on retrouve les correspondances, les montées de groupes, l’affluence surtout et les interventions Police ou pompiers. Pour le reste il s’agit pour un point du domaine Externe avec les bagages abandonnés, et un point aussi pour les attentes Personnel (Asct, Crml ou Adc) sans récurrence dans les faits.",0.318181818,0.181818182,0.181818182,0.159090909,0.113636364,0.045454545,45,48.02333333,22,16,2019-07,31.81818182,18.18181818,18.18181818,15.90909091,11.36363636,4.545454545
2019,7,TOURCOING,BORDEAUX ST JEAN,289,12,0,4,2.654166667,0.884722222,,,,-0.068055556,,,,,,,,0,,0,0,2019-07,,,,,,
2019,7,LYON PART DIEU,MARNE LA VALLEE,109.5873016,318,66,219,8.637595129,7.490806878,,86,25.93972868,9.933664021,,0.152941176,0.211764706,0.423529412,0.129411765,0.058823529,0.023529412,60,31.82611111,20,6,2019-07,15.29411765,21.17647059,42.35294118,12.94117647,5.882352941,2.352941176
2019,7,MARSEILLE ST CHARLES,MARNE LA VALLEE,213.8031496,261,7,104,8.007051282,1.779986877,,65,33.00128205,9.9332021,,0.261538462,0.138461538,0.261538462,0.184615385,0.107692308,0.046153846,65,33.00128205,22,7,2019-07,26.15384615,13.84615385,26.15384615,18.46153846,10.76923077,4.615384615
2019,7,ANNECY,PARIS LYON,231.9044118,180,44,21,144.5984127,22.32683824,,11,36.42272727,4.003431373,,0.181818182,0.181818182,0.363636364,0.181818182,0.090909091,0,11,36.42272727,5,1,2019-07,18.18181818,18.18181818,36.36363636,18.18181818,9.090909091,0
2019,7,CHAMBERY CHALLES LES EAUX,PARIS LYON,191.2809917,254,133,93,4.826523297,3.637052342,,16,31.61979167,4.890633609,,0.266666667,0.133333333,0.4,0.066666667,0.066666667,0.066666667,13,34.61547619,7,1,2019-07,26.66666667,13.33333333,40,6.666666667,6.666666667,6.666666667
2019,7,PARIS LYON,LYON PART DIEU,120.4736842,549,17,173,9.601541426,2.774874687,,64,29.92109375,4.437562657,,0.133333333,0.2,0.1,0.483333333,0.083333333,0,46,39.12703704,24,10,2019-07,13.33333333,20,10,48.33333333,8.333333333,0
2019,7,LYON PART DIEU,PARIS LYON,121.1079137,597,41,470,4.69677305,3.941876499,,110,25.8619697,6.519004796,,0.186915888,0.280373832,0.205607477,0.121495327,0.158878505,0.046728972,74,33.63242009,30,8,2019-07,18.69158879,28.03738318,20.56074766,12.14953271,15.88785047,4.672897196
2019,7,PARIS LYON,MARSEILLE ST CHARLES,202.4728261,552,0,200,5.654416667,1.688858696,,59,45.60112994,6.808816425,,0.322033898,0.254237288,0.169491525,0.203389831,0.033898305,0.016949153,59,45.60112994,38,13,2019-07,32.20338983,25.42372881,16.94915254,20.33898305,3.389830508,1.694915254
2019,7,MARSEILLE ST CHARLES,PARIS LYON,203.8863636,488,4,226,7.27300885,3.137982094,,69,43.17729469,7.287982094,,0.202898551,0.275362319,0.144927536,0.260869565,0.086956522,0.028985507,69,43.17729469,34,12,2019-07,20.28985507,27.53623188,14.49275362,26.08695652,8.695652174,2.898550725
2019,7,PARIS LYON,GENEVE,183.5,183,0,79,12.9721519,5.33989071,,34,49.76519608,11.85500911,,0.121212121,0.393939394,0.181818182,0.181818182,0.090909091,0.03030303,30,54.92777778,13,4,2019-07,12.12121212,39.39393939,18.18181818,18.18181818,9.090909091,3.03030303
2019,7,GENEVE,PARIS LYON,187.120098,212,8,200,5.667083333,5.409150327,,20,32.93958333,5.905800654,,0.1875,0.4375,0.25,0.0625,0,0.0625,20,52.78333333,9,3,2019-07,18.75,43.75,25,6.25,0,6.25
2019,7,MADRID,MARSEILLE ST CHARLES,198,30,0,14,9.930952381,3.788333333,,7,66.13095238,17.85777778,,0.285714286,0,0.428571429,0.285714286,0,0,7,66.13095238,7,5,2019-07,28.57142857,0,42.85714286,28.57142857,0,0
2018,3,STRASBOURG,PARIS EST,112.402439,505,13,250,7.831733333,4.039092141,,81,29.80205761,5.754031165,,0.376623377,0.155844156,0.194805195,0.168831169,0.064935065,0.038961039,64,5.754031165,26,6,2018-03,37.66233766,15.58441558,19.48051948,16.88311688,6.493506494,3.896103896
2018,3,PARIS NORD,DUNKERQUE,120.99631,285,14,65,18.20615385,4.234378844,,39,41.28205128,6.697416974,,0.307692308,0.179487179,0.153846154,0.333333333,0.025641026,0,28,6.697416974,19,7,2018-03,30.76923077,17.94871795,15.38461538,33.33333333,2.564102564,0
2018,3,LYON PART DIEU,PARIS LYON,120.5497703,664,11,404,5.177681518,3.318836141,,56,23.8827381,2.210030628,,0.392156863,0.058823529,0.137254902,0.235294118,0.156862745,0.019607843,39,2.210030628,12,1,2018-03,39.21568627,5.882352941,13.7254902,23.52941176,15.68627451,1.960784314
2018,3,PARIS LYON,GENEVE,194.005,203,3,26,10.03269231,1.00425,,20,24.04583333,0.9825,,0.25,0.15,0.35,0.1,0.15,0,20,0.9825,4,0,2018-03,25,15,35,10,15,0
2018,8,LILLE,MARSEILLE ST CHARLES,309.3895349,173,1,46,6.396014493,1.819767442,,37,37.44279279,10.44215116,"Pendant les deux premières semaines d’août, les fortes chaleurs ont continué de perturber le plan de transport, 

Les évènements liés au Matériel sont globalement divisés en trois parties: le motif « soin engin » pour 2,2% points (incidents bogies, radio, frein ,etc.), le motif « produit train » ou mises à quai tardives pour 1,7 % point, phénomène directement lié à la tension du parc, et enfin les « autres incidents » pour 0,8% point (incident veille automatique en ligne par exemple).
Pour le Matériel, le vendredi 31 août est une journée significative car une quinzaine de trains de la radiale et antenne ont été concernés, soit par des pannes ou des mises à disposition tardives en gare.
En ce qui concerne Réseau avec les dérangements, on peut relever l’incident « manque tension » de Combles le vendredi 24 (5 Tgv concernés pour 54 minutes), car la cause est toujours analysée aujourd’hui côté INE, aussi l’incident à Arras le mardi 28 avec une éclisse et JIC (joint isolant collé) fissurés, incident qui a concerné 6 Tgv pour 63 minutes perdues à l’entrée de la LGV (passage en voie banalisée pour certains trains et retards à la clé).
Le domaine de l’irrégularité pour les autres transporteurs concerne en particulier TER, avec notamment l’évènement secours pour le 843705 du vendredi 17 août à Roeux qui a concerné 11 tgv pour 175 minutes perdues.",0.259259259,0.074074074,0.185185185,0.296296296,0.111111111,0.074074074,37,10.44215116,13,6,2018-08,25.92592593,7.407407407,18.51851852,29.62962963,11.11111111,7.407407407
2018,8,LYON PART DIEU,MARNE LA VALLEE,108.8490566,269,4,181,14.6140884,10.07647799,,80,32.341875,10.94823899,•bruit anormal sous caisse sur le OUIGO 7601 entre Marne La Vallée et Chevry-Cossigny : 26 TGV retardés pour 909 min.,0.139240506,0.265822785,0.240506329,0.17721519,0.101265823,0.075949367,59,10.94823899,31,9,2018-08,13.92405063,26.58227848,24.05063291,17.72151899,10.12658228,7.594936709
2018,8,PARIS LYON,VALENCE ALIXAN TGV,131.0780347,348,2,82,24.46727642,5.50211946,,69,35.28985507,7.399181118,,0.057971014,0.043478261,0.15942029,0.608695652,0.086956522,0.043478261,52,7.399181118,28,13,2018-08,5.797101449,4.347826087,15.94202899,60.86956522,8.695652174,4.347826087
2018,8,MADRID,MARSEILLE ST CHARLES,198.8838889,30,0,14,11.64285714,5.133333333,,7,71.96904762,20.38666667,,,,,,,,7,20.38666667,7,3,2018-08,,,,,,
2018,7,NICE VILLE,PARIS LYON,345.6470588,279,7,99,10.44242424,3.801531863,,83,50.13012048,18.10324755,"•heurt d’une personne par le TER 17471 à Antibes : 33 TGV retardés pour 1079 min, 6 TGV de l’axe perdus à 5’.",0.301204819,0.21686747,0.21686747,0.21686747,0.024096386,0.024096386,83,18.10324755,43,16,2018-07,30.12048193,21.68674699,21.68674699,21.68674699,2.409638554,2.409638554
2018,7,PARIS EST,STRASBOURG,113.2111801,494,11,112,10.09360119,1.419427191,,41,34.77113821,2.97515528,,0.097560976,0.219512195,0.073170732,0.390243902,0.146341463,0.073170732,36,2.97515528,16,5,2018-07,9.756097561,21.95121951,7.317073171,39.02439024,14.63414634,7.317073171
2019,3,PARIS MONTPARNASSE,QUIMPER,220.4262295,245,1,17,15.08431373,0.539002732,,15,42.13333333,3.233606557,"Ce mois-ci, cette destination a été touchée par : 
- le 4 : la défaillance matériel d'un TGV sur la ligne à grande vitesse Atlantique (23 TGV impactés pour 724 minutes perdues) et la chute d'un arbre sur les voies à Questembert suite aux vents violents (12 TGV impactés pour 219 minutes perdues),
- le 12 : le heurt d'une barrière de chantier entre Marcoussis et Massy TGV sur la ligne à grande vitesse Atlantique (80 TGV impactés pour 3660 minutes perdues), 
- le 19 : un dérangement d'installation  sur la ligne à grande vitesse Atlantique  (27 TGV impactés pour 634 minutes perdues) et la défaillance matériel d'un TGV entre Massy et Paris (24 TGV impactés pour 417 minutes perdues) , 
- le 21 : l'envahissement des voies en gare du Mans  par des manifestants forains (11 TGV impactés pour 450 minutes perdues),
- le 22 : l'envahissement des voies en gare du Mans  par des manifestants forains (22 TGV impactés pour 534 minutes perdues),
- le 25 : l'envahissement des voies en gare du Mans  par des manifestants forains (32 TGV impactés pour 2012 minutes perdues) et la défaillance matériel d'un TGV vers Massy (40 TGV impactés pour 1194 minutes perdues), 
- le 28 : le heurt d'une personne  par un TER vers Rennes (5 TGV impactés  pour 207 minutes perdues),
- le 31 : une suspicion d'alerte à la bombe sous le pont de St-Hélier près de Rennes (10 TGV impactés pour 526 minutes perdues).",0.533333333,0.266666667,0,0.2,0,0,15,3.233606557,8,3,2019-03,53.33333333,26.66666667,0,20,0,0
2019,3,PARIS MONTPARNASSE,POITIERS,93.07590133,531,4,69,18.03695652,1.992789374,,64,28.06197917,4.716350411,,0.291666667,0.145833333,0.1875,0.25,0.041666667,0.083333333,35,4.716350411,19,7,2019-03,29.16666667,14.58333333,18.75,25,4.166666667,8.333333333
2019,3,PARIS MONTPARNASSE,NANTES,127.6378987,542,9,63,12.27513228,1.147686054,,67,38.36840796,5.834865541,,0.373134328,0.179104478,0.253731343,0.179104478,0,0.014925373,51,5.834865541,25,11,2019-03,37.31343284,17.91044776,25.37313433,17.91044776,0,1.492537313
2019,3,PARIS MONTPARNASSE,ST MALO,165.3465347,104,3,8,6.372916667,0.009075908,,6,31.75555556,0.374587459,,0.5,0.333333333,0,0.166666667,0,0,5,0.374587459,1,1,2019-03,50,33.33333333,0,16.66666667,0,0
2019,3,TOULON,PARIS LYON,250.5350877,231,3,77,11.23658009,3.892690058,,33,34.97474747,6.042763158,,0.212121212,0.363636364,0.272727273,0.090909091,0.03030303,0.03030303,33,6.042763158,13,3,2019-03,21.21212121,36.36363636,27.27272727,9.090909091,3.03030303,3.03030303
2019,3,PARIS LYON,AIX EN PROVENCE TGV,188.8833747,403,0,28,9.903571429,0.327502068,,14,30.41904762,1.720140612,,0.166666667,0.166666667,0.333333333,0.333333333,0,0,13,1.720140612,5,1,2019-03,16.66666667,16.66666667,33.33333333,33.33333333,0,0
2019,3,PARIS EST,METZ,84.81493506,312,4,49,18.13401361,2.763906926,,34,37.48578431,3.732954545,,0.032258065,0.35483871,0.161290323,0.35483871,0.096774194,0,19,3.732954545,13,6,2019-03,3.225806452,35.48387097,16.12903226,35.48387097,9.677419355,0
2019,3,PARIS LYON,GRENOBLE,181.712,250,0,22,11.04469697,0.576866667,,36,31.66666667,5.726,,0.277777778,0.305555556,0.222222222,0.166666667,0.027777778,0,23,5.726,14,3,2019-03,27.77777778,30.55555556,22.22222222,16.66666667,2.777777778,0
2019,1,PARIS MONTPARNASSE,POITIERS,93.27115385,524,4,79,16.27658228,2.149423077,,68,31.99705882,5.194583333,,0.303571429,0.089285714,0.285714286,0.285714286,0.017857143,0.017857143,45,5.194583333,20,14,2019-01,30.35714286,8.928571429,28.57142857,28.57142857,1.785714286,1.785714286
2018,12,PARIS LYON,ANNECY,224.2982456,172,1,26,9.855128205,1.186842105,,16,33.84375,5.871345029,,0.25,0.125,0.3125,0.3125,0,0,16,5.871345029,7,2,2018-12,25,12.5,31.25,31.25,0,0
2018,12,LYON PART DIEU,MONTPELLIER,118.6227273,226,6,129,10.61808786,6.31469697,,85,23.22666667,11.23204545,,0.164556962,0.215189873,0.341772152,0.139240506,0.075949367,0.063291139,57,11.23204545,17,2,2018-12,16.4556962,21.51898734,34.17721519,13.92405063,7.594936709,6.329113924
2019,1,PARIS MONTPARNASSE,TOURS,72.75543478,184,0,26,22.13782051,2.724275362,,39,28.3957265,7.120289855,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
 - le 9 : un choc anormal immobilise un train OUIGO sur la ligne à grande vitesse Atlantique (53 TGV impactés pour 3007 minutes perdues) et le heurt d'un sanglier sur la ligne à grande vitesse Atlantique (25 TGV pour 1 42 minutes perdues), 
- le 14 : un dérangement de signalisation à St-Pierre-des-Coprs (10 TGV impactés pour 173' perdues),
- le 15 : une suspicion de fuite de matières dangereuses sur un train FRET vers St-Pierre-des-Corps (10 TGV impactés pour 334' perdues),
- le 17 : un bagage abandonné dans un TGV en gare de Paris-Montparnasse (9 TGV impactés pour 287' perdues),
- les 22 et 23  : les conséquences des épisodes neigeux sur toute la France (83 TGV pour 1068'perdues),
- le 24 : le heurt d'un chevreuil sur la ligne à grande vitesse Atlantique (68 TGV impactés pour 3628' perdues), 
- le 29 : les conséquence du passage de la tempête Gabriel (18 TGV impactés pour 482 minutes perdues), 
- le 30 : les conséquences des épisodes neigeux en Ile-de-France (33 TGV impactés pour 772' minutes perdues),
- le 31 : une rupture caténaire à l'entrée de Paris-Montparnasse entraine une interruption totale des circulations (128 TGV pour 12028' perdues).",0.321428571,0.071428571,0.357142857,0.214285714,0.035714286,0,15,7.120289855,11,9,2019-01,32.14285714,7.142857143,35.71428571,21.42857143,3.571428571,0
2019,1,PARIS MONTPARNASSE,QUIMPER,221.1111111,264,3,36,22.48657407,2.658429119,,30,56.33333333,7.034482759,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
 - le 9 : un choc anormal immobilise un train OUIGO sur la ligne à grande vitesse Atlantique (53 TGV impactés pour 3007 minutes perdues) et le heurt d'un sanglier sur la ligne à grande vitesse Atlantique (25 TGV pour 1 42 minutes perdues), 
- le 14 : un accident de personne à Gestel, près de Lorient (7 TGV impactés pour 371' perdues), 
- le 17 : un bagage abandonné dans un TGV en gare de Paris-Montparnasse (9 TGV impactés pour 287' perdues),
- les 22 et 23  : les épisodes neigeux sur toute la France (83 TGV pour 1068'perdues),
- le 24 : le heurt d'un chevreuil sur la ligne à grande vitesse Atlantique (68 TGV impactés pour 3628' perdues), 
- le 26 : la présence sur les voies de manifestants de gilets en gare de Rennes ( 6 TGV pour 232' perdues), 
- le 29 : la tempête Gabriel (18 TGV impactés pour 482 minutes perdues), 
- le 30 : les épisodes neigeux en Ile-de-France (33 TGV impactés pour 772' minutes perdues),
- le 31 : une rupture caténaire à l'entrée de Paris-Montparnasse entraine une interruption totale des circulations (128 TGV pour 12028' perdues).",0.433333333,0.3,0.133333333,0.1,0,0.033333333,30,7.034482759,18,10,2019-01,43.33333333,30,13.33333333,10,0,3.333333333
2019,1,LILLE,MARSEILLE ST CHARLES,299.8938547,182,3,62,13.80322581,4.622439479,,33,75.52474747,15.95986965,,0.424242424,0.151515152,0.121212121,0.212121212,0,0.090909091,33,15.95986965,30,19,2019-01,42.42424242,15.15151515,12.12121212,21.21212121,0,9.090909091
2019,1,TOURS,PARIS MONTPARNASSE,75.12631579,191,1,16,3.595833333,0.341929825,,33,25.7010101,5.352894737,,0.3,0.4,0.15,0.15,0,0,9,5.352894737,8,5,2019-01,30,40,15,15,0,0
2019,1,NICE VILLE,PARIS LYON,357.3446328,181,4,32,7.303125,1.409227872,,36,38.40833333,8.974011299,,0.472222222,0.277777778,0.138888889,0.055555556,0.055555556,0,36,8.974011299,16,3,2019-01,47.22222222,27.77777778,13.88888889,5.555555556,5.555555556,0
2018,12,PARIS MONTPARNASSE,ANGERS SAINT LAUD,92.05097087,412,0,61,7.556010929,0.79526699,,68,20.16617647,4.38592233,,0.269230769,0.173076923,0.403846154,0.096153846,0.057692308,0,31,4.38592233,7,3,2018-12,26.92307692,17.30769231,40.38461538,9.615384615,5.769230769,0
2019,1,BARCELONA,PARIS LYON,390.5,62,0,17,1.235294118,0.258064516,,6,40.72222222,3.289247312,,0.5,0.166666667,0.166666667,0.166666667,0,0,6,3.289247312,3,1,2019-01,50,16.66666667,16.66666667,16.66666667,0,0
2018,10,PARIS LYON,BELLEGARDE (AIN),160.470297,202,0,25,8.779333333,0.778135314,,34,24.32058824,5.620379538,,0.147058824,0.352941176,0.323529412,0.117647059,0.029411765,0.029411765,24,5.620379538,9,2,2018-10,14.70588235,35.29411765,32.35294118,11.76470588,2.941176471,2.941176471
2018,10,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,78.06122449,196,0,20,10.9175,0.757312925,,29,17.49942529,3.2125,,0.125,0.125,0.25,0.4375,0.0625,0,11,3.2125,4,2,2018-10,12.5,12.5,25,43.75,6.25,0
2018,10,MULHOUSE VILLE,PARIS LYON,171.7980769,314,2,154,5.643290043,2.790651709,,32,21.8234375,2.982692308,,0.142857143,0.142857143,0.392857143,0.107142857,0.107142857,0.107142857,15,2.982692308,5,2,2018-10,14.28571429,14.28571429,39.28571429,10.71428571,10.71428571,10.71428571
2018,10,FRANCFORT,PARIS EST,226.4055243,178,0,64,5.680208333,2.331460674,,26,30.3974359,6.877996255,,0.36,0.08,0.12,0.2,0.12,0.12,26,6.877996255,11,2,2018-10,36,8,12,20,12,12
2018,11,MARSEILLE ST CHARLES,TOURCOING,297.4666667,30,0,3,13.08888889,0.731666667,,5,54.2,12.16666667,"Collision, Non repsect marche traçée, Attente matériel roulant, espacement, difficultés réception sous gare, détresse matériel roulant, LTV inopinée, Signal d'alarme",0.2,0.2,0.6,0,0,0,5,12.16666667,3,2,2018-11,20,20,60,0,0,0
2018,9,RENNES,LYON PART DIEU,234.6219512,82,0,32,5.515625,2.332723577,,15,35.24666667,8.446544715,,0.142857143,0.142857143,0.214285714,0.428571429,0,0.071428571,15,8.446544715,7,2,2018-09,14.28571429,14.28571429,21.42857143,42.85714286,0,7.142857143
2018,9,VANNES,PARIS MONTPARNASSE,161.1455224,268,0,110,3.7,1.518656716,,33,22.19393939,4.780161692,,0.25,0.21875,0.125,0.1875,0.125,0.09375,17,4.780161692,5,1,2018-09,25,21.875,12.5,18.75,12.5,9.375
2018,9,LYON PART DIEU,LILLE,187.5648855,264,2,157,13.67813163,8.325572519,,62,33.9905914,10.19173028,"Causes « Autres transporteurs » ont pesé fortement sur la régularité, en exemple  l’incident du  Ter 887321 à Chandieu (Sud Est) qui s’immobilise sous une section de séparation avec demande secours (36 trains Voyages pour 1072 minutes perdues)-",0.080645161,0.258064516,0.322580645,0.209677419,0.080645161,0.048387097,55,10.19173028,21,9,2018-09,8.064516129,25.80645161,32.25806452,20.96774194,8.064516129,4.838709677
2018,9,BELLEGARDE (AIN),PARIS LYON,163.0526316,229,1,71,6.468075117,2.079385965,,26,24.08076923,2.950146199,,0.136363636,0.272727273,0.409090909,0.090909091,0.090909091,0,18,2.950146199,4,1,2018-09,13.63636364,27.27272727,40.90909091,9.090909091,9.090909091,0
2018,9,PARIS MONTPARNASSE,LAVAL,89.4368932,206,0,15,6.712222222,0.149595469,,7,9.911904762,2.421278317,,0,0.25,0.25,0.5,0,0,4,2.421278317,0,0,2018-09,0,25,25,50,0,0
2019,2,PARIS MONTPARNASSE,ANGERS SAINT LAUD,91.155,402,2,31,9.301612903,0.376333333,,44,18.53825758,3.446583333,,0.147058824,0.235294118,0.352941176,0.205882353,0.029411765,0.029411765,16,3.446583333,7,1,2019-02,14.70588235,23.52941176,35.29411765,20.58823529,2.941176471,2.941176471
2019,2,NANTES,PARIS MONTPARNASSE,131.8880309,520,2,130,6.993333333,1.608333333,,42,33.79404762,4.173423423,,0.357142857,0.19047619,0.238095238,0.19047619,0,0.023809524,29,4.173423423,13,4,2019-02,35.71428571,19.04761905,23.80952381,19.04761905,0,2.380952381
